Day;Category Title;% de total Eventos
10/12/2017;Film & Animation;7,272727273%
11/12/2017;Film & Animation;7,692307692%
12/12/2017;Film & Animation;7,272727273%
13/12/2017;Film & Animation;7,547169811%
14/12/2017;Film & Animation;7,843137255%
15/12/2017;Film & Animation;8%
16/12/2017;Film & Animation;7,142857143%
17/12/2017;Film & Animation;7,547169811%
18/12/2017;Film & Animation;7,692307692%
19/12/2017;Film & Animation;7,272727273%
20/12/2017;Film & Animation;7,547169811%
21/12/2017;Film & Animation;7,407407407%
22/12/2017;Film & Animation;7,547169811%
23/12/2017;Film & Animation;7,407407407%
24/12/2017;Film & Animation;8,163265306%
25/12/2017;Film & Animation;7,843137255%
26/12/2017;Film & Animation;7,692307692%
27/12/2017;Film & Animation;7,547169811%
28/12/2017;Film & Animation;7,407407407%
29/12/2017;Film & Animation;7,272727273%
30/12/2017;Film & Animation;7,272727273%
31/12/2017;Film & Animation;7,843137255%
1/1/2018;Film & Animation;7,692307692%
2/1/2018;Film & Animation;7,547169811%
3/1/2018;Film & Animation;7,547169811%
4/1/2018;Film & Animation;7,407407407%
5/1/2018;Film & Animation;7,407407407%
6/1/2018;Film & Animation;7,692307692%
7/1/2018;Film & Animation;7,843137255%
8/1/2018;Film & Animation;7,547169811%
9/1/2018;Film & Animation;7,692307692%
12/1/2018;Film & Animation;7,272727273%
13/1/2018;Film & Animation;7,547169811%
14/1/2018;Film & Animation;7,692307692%
15/1/2018;Film & Animation;7,692307692%
16/1/2018;Film & Animation;7,843137255%
17/1/2018;Film & Animation;7,272727273%
18/1/2018;Film & Animation;7,407407407%
19/1/2018;Film & Animation;7,692307692%
20/1/2018;Film & Animation;7,692307692%
21/1/2018;Film & Animation;7,843137255%
22/1/2018;Film & Animation;7,692307692%
23/1/2018;Film & Animation;7,407407407%
24/1/2018;Film & Animation;7,843137255%
25/1/2018;Film & Animation;7,692307692%
26/1/2018;Film & Animation;7,547169811%
27/1/2018;Film & Animation;7,692307692%
28/1/2018;Film & Animation;7,843137255%
29/1/2018;Film & Animation;7,407407407%
30/1/2018;Film & Animation;7,142857143%
31/1/2018;Film & Animation;7,017543860%
1/2/2018;Film & Animation;7,407407407%
2/2/2018;Film & Animation;7,407407407%
3/2/2018;Film & Animation;7,843137255%
4/2/2018;Film & Animation;8%
5/2/2018;Film & Animation;7,547169811%
6/2/2018;Film & Animation;7,407407407%
7/2/2018;Film & Animation;7,692307692%
8/2/2018;Film & Animation;6,349206349%
9/2/2018;Film & Animation;7,352941176%
10/2/2018;Film & Animation;7,692307692%
11/2/2018;Film & Animation;7,936507937%
12/2/2018;Film & Animation;7,8125%
13/2/2018;Film & Animation;7,462686567%
14/2/2018;Film & Animation;7,692307692%
15/2/2018;Film & Animation;7,692307692%
16/2/2018;Film & Animation;7,352941176%
17/2/2018;Film & Animation;7,692307692%
18/2/2018;Film & Animation;7,8125%
19/2/2018;Film & Animation;7,8125%
20/2/2018;Film & Animation;7,692307692%
21/2/2018;Film & Animation;7,692307692%
22/2/2018;Film & Animation;7,692307692%
23/2/2018;Film & Animation;7,8125%
24/2/2018;Film & Animation;7,462686567%
25/2/2018;Film & Animation;7,8125%
26/2/2018;Film & Animation;7,692307692%
27/2/2018;Film & Animation;7,575757576%
28/2/2018;Film & Animation;7,246376812%
1/3/2018;Film & Animation;7,936507937%
2/3/2018;Film & Animation;7,575757576%
3/3/2018;Film & Animation;7,8125%
4/3/2018;Film & Animation;7,692307692%
5/3/2018;Film & Animation;7,575757576%
6/3/2018;Film & Animation;7,8125%
7/3/2018;Film & Animation;7,575757576%
8/3/2018;Film & Animation;7,936507937%
9/3/2018;Film & Animation;7,8125%
10/3/2018;Film & Animation;8,064516129%
11/3/2018;Film & Animation;8,064516129%
12/3/2018;Film & Animation;7,692307692%
13/3/2018;Film & Animation;7,462686567%
14/3/2018;Film & Animation;7,462686567%
15/3/2018;Film & Animation;9,259259259%
16/3/2018;Film & Animation;7,936507937%
17/3/2018;Film & Animation;7,936507937%
18/3/2018;Film & Animation;8,064516129%
19/3/2018;Film & Animation;7,936507937%
20/3/2018;Film & Animation;7,936507937%
21/3/2018;Film & Animation;7,8125%
22/3/2018;Film & Animation;7,936507937%
23/3/2018;Film & Animation;7,8125%
24/3/2018;Film & Animation;7,692307692%
25/3/2018;Film & Animation;7,8125%
26/3/2018;Film & Animation;7,692307692%
27/3/2018;Film & Animation;7,575757576%
28/3/2018;Film & Animation;8,196721311%
29/3/2018;Film & Animation;7,936507937%
30/3/2018;Film & Animation;7,936507937%
31/3/2018;Film & Animation;8,196721311%
1/4/2018;Film & Animation;7,692307692%
2/4/2018;Film & Animation;7,575757576%
3/4/2018;Film & Animation;7,8125%
4/4/2018;Film & Animation;7,8125%
5/4/2018;Film & Animation;7,575757576%
6/4/2018;Film & Animation;7,936507937%
7/4/2018;Film & Animation;6,557377049%
14/4/2018;Film & Animation;7,692307692%
15/4/2018;Film & Animation;7,692307692%
16/4/2018;Film & Animation;7,462686567%
17/4/2018;Film & Animation;7,575757576%
18/4/2018;Film & Animation;7,8125%
19/4/2018;Film & Animation;7,692307692%
20/4/2018;Film & Animation;7,575757576%
21/4/2018;Film & Animation;7,462686567%
22/4/2018;Film & Animation;7,575757576%
23/4/2018;Film & Animation;7,352941176%
24/4/2018;Film & Animation;7,575757576%
25/4/2018;Film & Animation;7,462686567%
26/4/2018;Film & Animation;7,8125%
27/4/2018;Film & Animation;7,692307692%
28/4/2018;Film & Animation;7,575757576%
29/4/2018;Film & Animation;7,692307692%
30/4/2018;Film & Animation;7,575757576%
1/5/2018;Film & Animation;7,692307692%
2/5/2018;Film & Animation;7,8125%
3/5/2018;Film & Animation;7,936507937%
4/5/2018;Film & Animation;7,692307692%
5/5/2018;Film & Animation;7,462686567%
6/5/2018;Film & Animation;8,064516129%
7/5/2018;Film & Animation;8,064516129%
8/5/2018;Film & Animation;7,936507937%
9/5/2018;Film & Animation;7,575757576%
10/5/2018;Film & Animation;7,8125%
11/5/2018;Film & Animation;7,246376812%
12/5/2018;Film & Animation;7,462686567%
13/5/2018;Film & Animation;7,352941176%
14/5/2018;Film & Animation;7,8125%
15/5/2018;Film & Animation;7,462686567%
16/5/2018;Film & Animation;7,575757576%
17/5/2018;Film & Animation;7,692307692%
18/5/2018;Film & Animation;7,352941176%
19/5/2018;Film & Animation;7,936507937%
20/5/2018;Film & Animation;6,779661017%
21/5/2018;Film & Animation;7,462686567%
22/5/2018;Film & Animation;7,575757576%
23/5/2018;Film & Animation;7,575757576%
24/5/2018;Film & Animation;7,462686567%
25/5/2018;Film & Animation;7,352941176%
26/5/2018;Film & Animation;7,575757576%
27/5/2018;Film & Animation;7,462686567%
28/5/2018;Film & Animation;7,8125%
29/5/2018;Film & Animation;6,25%
30/5/2018;Film & Animation;7,575757576%
31/5/2018;Film & Animation;7,462686567%
1/6/2018;Film & Animation;7,352941176%
2/6/2018;Film & Animation;7,575757576%
3/6/2018;Film & Animation;7,246376812%
4/6/2018;Film & Animation;7,575757576%
5/6/2018;Film & Animation;7,462686567%
6/6/2018;Film & Animation;7,575757576%
7/6/2018;Film & Animation;7,692307692%
8/6/2018;Film & Animation;7,936507937%
9/6/2018;Film & Animation;7,936507937%
10/6/2018;Film & Animation;7,936507937%
11/6/2018;Film & Animation;7,8125%
12/6/2018;Film & Animation;7,692307692%
13/6/2018;Film & Animation;7,692307692%
14/6/2018;Film & Animation;7,462686567%
14/11/2017;Entertainment;7,407407407%
15/11/2017;Entertainment;7,142857143%
16/11/2017;Entertainment;7,142857143%
17/11/2017;Entertainment;7,407407407%
18/11/2017;Entertainment;7,142857143%
19/11/2017;Entertainment;7,547169811%
20/11/2017;Entertainment;7,547169811%
21/11/2017;Entertainment;7,407407407%
22/11/2017;Entertainment;7,692307692%
23/11/2017;Entertainment;7,407407407%
24/11/2017;Entertainment;7,547169811%
25/11/2017;Entertainment;7,272727273%
26/11/2017;Entertainment;7,407407407%
27/11/2017;Entertainment;7,407407407%
28/11/2017;Entertainment;7,407407407%
29/11/2017;Entertainment;7,407407407%
30/11/2017;Entertainment;7,843137255%
1/12/2017;Entertainment;7,272727273%
2/12/2017;Entertainment;7,272727273%
3/12/2017;Entertainment;7,547169811%
4/12/2017;Entertainment;7,407407407%
5/12/2017;Entertainment;7,272727273%
6/12/2017;Entertainment;7,142857143%
7/12/2017;Entertainment;7,142857143%
8/12/2017;Entertainment;7,407407407%
9/12/2017;Entertainment;7,017543860%
10/12/2017;Entertainment;7,272727273%
11/12/2017;Entertainment;7,692307692%
12/12/2017;Entertainment;7,272727273%
13/12/2017;Entertainment;7,547169811%
14/12/2017;Entertainment;7,843137255%
15/12/2017;Entertainment;8%
16/12/2017;Entertainment;7,142857143%
17/12/2017;Entertainment;7,547169811%
18/12/2017;Entertainment;7,692307692%
19/12/2017;Entertainment;7,272727273%
20/12/2017;Entertainment;7,547169811%
21/12/2017;Entertainment;7,407407407%
22/12/2017;Entertainment;7,547169811%
23/12/2017;Entertainment;7,407407407%
24/12/2017;Entertainment;8,163265306%
25/12/2017;Entertainment;7,843137255%
26/12/2017;Entertainment;7,692307692%
27/12/2017;Entertainment;7,547169811%
28/12/2017;Entertainment;7,407407407%
29/12/2017;Entertainment;7,272727273%
30/12/2017;Entertainment;7,272727273%
31/12/2017;Entertainment;7,843137255%
1/1/2018;Entertainment;7,692307692%
2/1/2018;Entertainment;7,547169811%
3/1/2018;Entertainment;7,547169811%
4/1/2018;Entertainment;7,407407407%
5/1/2018;Entertainment;7,407407407%
6/1/2018;Entertainment;7,692307692%
7/1/2018;Entertainment;7,843137255%
8/1/2018;Entertainment;7,547169811%
9/1/2018;Entertainment;7,692307692%
12/1/2018;Entertainment;7,272727273%
13/1/2018;Entertainment;7,547169811%
14/1/2018;Entertainment;7,692307692%
15/1/2018;Entertainment;7,692307692%
16/1/2018;Entertainment;7,843137255%
17/1/2018;Entertainment;7,272727273%
18/1/2018;Entertainment;7,407407407%
19/1/2018;Entertainment;7,692307692%
20/1/2018;Entertainment;7,692307692%
21/1/2018;Entertainment;7,843137255%
22/1/2018;Entertainment;7,692307692%
23/1/2018;Entertainment;7,407407407%
24/1/2018;Entertainment;7,843137255%
25/1/2018;Entertainment;7,692307692%
26/1/2018;Entertainment;7,547169811%
27/1/2018;Entertainment;7,692307692%
28/1/2018;Entertainment;7,843137255%
29/1/2018;Entertainment;7,407407407%
30/1/2018;Entertainment;7,142857143%
31/1/2018;Entertainment;7,017543860%
1/2/2018;Entertainment;7,407407407%
2/2/2018;Entertainment;7,407407407%
3/2/2018;Entertainment;7,843137255%
4/2/2018;Entertainment;8%
5/2/2018;Entertainment;7,547169811%
6/2/2018;Entertainment;7,407407407%
7/2/2018;Entertainment;7,692307692%
8/2/2018;Entertainment;7,936507937%
9/2/2018;Entertainment;7,352941176%
10/2/2018;Entertainment;7,692307692%
11/2/2018;Entertainment;7,936507937%
12/2/2018;Entertainment;7,8125%
13/2/2018;Entertainment;7,462686567%
14/2/2018;Entertainment;7,692307692%
15/2/2018;Entertainment;7,692307692%
16/2/2018;Entertainment;7,352941176%
17/2/2018;Entertainment;7,692307692%
18/2/2018;Entertainment;7,8125%
19/2/2018;Entertainment;7,8125%
20/2/2018;Entertainment;7,692307692%
21/2/2018;Entertainment;7,692307692%
22/2/2018;Entertainment;7,692307692%
23/2/2018;Entertainment;7,8125%
24/2/2018;Entertainment;7,462686567%
25/2/2018;Entertainment;7,8125%
26/2/2018;Entertainment;7,692307692%
27/2/2018;Entertainment;7,575757576%
28/2/2018;Entertainment;7,246376812%
1/3/2018;Entertainment;7,936507937%
2/3/2018;Entertainment;7,575757576%
3/3/2018;Entertainment;7,8125%
4/3/2018;Entertainment;7,692307692%
5/3/2018;Entertainment;7,575757576%
6/3/2018;Entertainment;7,8125%
7/3/2018;Entertainment;7,575757576%
8/3/2018;Entertainment;7,936507937%
9/3/2018;Entertainment;7,8125%
10/3/2018;Entertainment;8,064516129%
11/3/2018;Entertainment;8,064516129%
12/3/2018;Entertainment;7,692307692%
13/3/2018;Entertainment;7,462686567%
14/3/2018;Entertainment;7,462686567%
15/3/2018;Entertainment;9,259259259%
16/3/2018;Entertainment;7,936507937%
17/3/2018;Entertainment;7,936507937%
18/3/2018;Entertainment;8,064516129%
19/3/2018;Entertainment;7,936507937%
20/3/2018;Entertainment;7,936507937%
21/3/2018;Entertainment;7,8125%
22/3/2018;Entertainment;7,936507937%
23/3/2018;Entertainment;7,8125%
24/3/2018;Entertainment;7,692307692%
25/3/2018;Entertainment;7,8125%
26/3/2018;Entertainment;7,692307692%
27/3/2018;Entertainment;7,575757576%
28/3/2018;Entertainment;8,196721311%
29/3/2018;Entertainment;7,936507937%
30/3/2018;Entertainment;7,936507937%
31/3/2018;Entertainment;8,196721311%
1/4/2018;Entertainment;7,692307692%
2/4/2018;Entertainment;7,575757576%
3/4/2018;Entertainment;7,8125%
4/4/2018;Entertainment;7,8125%
5/4/2018;Entertainment;7,575757576%
6/4/2018;Entertainment;7,936507937%
7/4/2018;Entertainment;8,196721311%
14/4/2018;Entertainment;7,692307692%
15/4/2018;Entertainment;7,692307692%
16/4/2018;Entertainment;7,462686567%
17/4/2018;Entertainment;7,575757576%
18/4/2018;Entertainment;7,8125%
19/4/2018;Entertainment;7,692307692%
20/4/2018;Entertainment;7,575757576%
21/4/2018;Entertainment;7,462686567%
22/4/2018;Entertainment;7,575757576%
23/4/2018;Entertainment;7,352941176%
24/4/2018;Entertainment;7,575757576%
25/4/2018;Entertainment;7,462686567%
26/4/2018;Entertainment;7,8125%
27/4/2018;Entertainment;7,692307692%
28/4/2018;Entertainment;7,575757576%
29/4/2018;Entertainment;7,692307692%
30/4/2018;Entertainment;7,575757576%
1/5/2018;Entertainment;7,692307692%
2/5/2018;Entertainment;7,8125%
3/5/2018;Entertainment;7,936507937%
4/5/2018;Entertainment;7,692307692%
5/5/2018;Entertainment;7,462686567%
6/5/2018;Entertainment;8,064516129%
7/5/2018;Entertainment;8,064516129%
8/5/2018;Entertainment;7,936507937%
9/5/2018;Entertainment;7,575757576%
10/5/2018;Entertainment;7,8125%
11/5/2018;Entertainment;7,246376812%
12/5/2018;Entertainment;7,462686567%
13/5/2018;Entertainment;7,352941176%
14/5/2018;Entertainment;7,8125%
15/5/2018;Entertainment;7,462686567%
16/5/2018;Entertainment;7,575757576%
17/5/2018;Entertainment;7,692307692%
18/5/2018;Entertainment;7,352941176%
19/5/2018;Entertainment;7,936507937%
20/5/2018;Entertainment;8,474576271%
21/5/2018;Entertainment;7,462686567%
22/5/2018;Entertainment;7,575757576%
23/5/2018;Entertainment;7,575757576%
24/5/2018;Entertainment;7,462686567%
25/5/2018;Entertainment;7,352941176%
26/5/2018;Entertainment;7,575757576%
27/5/2018;Entertainment;7,462686567%
28/5/2018;Entertainment;7,8125%
29/5/2018;Entertainment;7,8125%
30/5/2018;Entertainment;7,575757576%
31/5/2018;Entertainment;7,462686567%
1/6/2018;Entertainment;7,352941176%
2/6/2018;Entertainment;7,575757576%
3/6/2018;Entertainment;7,246376812%
4/6/2018;Entertainment;7,575757576%
5/6/2018;Entertainment;7,462686567%
6/6/2018;Entertainment;7,575757576%
7/6/2018;Entertainment;7,692307692%
8/6/2018;Entertainment;7,936507937%
9/6/2018;Entertainment;7,936507937%
10/6/2018;Entertainment;7,936507937%
11/6/2018;Entertainment;7,8125%
12/6/2018;Entertainment;7,692307692%
13/6/2018;Entertainment;7,692307692%
14/6/2018;Entertainment;7,462686567%
14/11/2017;Education;7,407407407%
15/11/2017;Education;7,142857143%
16/11/2017;Education;7,142857143%
17/11/2017;Education;7,407407407%
18/11/2017;Education;7,142857143%
19/11/2017;Education;7,547169811%
20/11/2017;Education;7,547169811%
21/11/2017;Education;7,407407407%
22/11/2017;Education;7,692307692%
23/11/2017;Education;7,407407407%
24/11/2017;Education;7,547169811%
25/11/2017;Education;7,272727273%
26/11/2017;Education;7,407407407%
27/11/2017;Education;7,407407407%
28/11/2017;Education;7,407407407%
29/11/2017;Education;7,407407407%
30/11/2017;Education;7,843137255%
1/12/2017;Education;7,272727273%
2/12/2017;Education;7,272727273%
3/12/2017;Education;7,547169811%
4/12/2017;Education;7,407407407%
5/12/2017;Education;7,272727273%
6/12/2017;Education;7,142857143%
7/12/2017;Education;7,142857143%
8/12/2017;Education;7,407407407%
9/12/2017;Education;7,017543860%
10/12/2017;Education;7,272727273%
11/12/2017;Education;7,692307692%
12/12/2017;Education;7,272727273%
13/12/2017;Education;7,547169811%
14/12/2017;Education;7,843137255%
15/12/2017;Education;8%
16/12/2017;Education;7,142857143%
17/12/2017;Education;7,547169811%
18/12/2017;Education;7,692307692%
19/12/2017;Education;7,272727273%
20/12/2017;Education;7,547169811%
21/12/2017;Education;7,407407407%
22/12/2017;Education;7,547169811%
23/12/2017;Education;7,407407407%
24/12/2017;Education;8,163265306%
25/12/2017;Education;7,843137255%
26/12/2017;Education;7,692307692%
27/12/2017;Education;7,547169811%
28/12/2017;Education;7,407407407%
29/12/2017;Education;7,272727273%
30/12/2017;Education;7,272727273%
31/12/2017;Education;7,843137255%
1/1/2018;Education;7,692307692%
2/1/2018;Education;7,547169811%
3/1/2018;Education;7,547169811%
4/1/2018;Education;7,407407407%
5/1/2018;Education;7,407407407%
6/1/2018;Education;7,692307692%
7/1/2018;Education;7,843137255%
8/1/2018;Education;7,547169811%
9/1/2018;Education;7,692307692%
12/1/2018;Education;7,272727273%
13/1/2018;Education;7,547169811%
14/1/2018;Education;7,692307692%
15/1/2018;Education;7,692307692%
16/1/2018;Education;7,843137255%
17/1/2018;Education;7,272727273%
18/1/2018;Education;7,407407407%
19/1/2018;Education;7,692307692%
20/1/2018;Education;7,692307692%
21/1/2018;Education;7,843137255%
22/1/2018;Education;7,692307692%
23/1/2018;Education;7,407407407%
24/1/2018;Education;7,843137255%
25/1/2018;Education;7,692307692%
26/1/2018;Education;7,547169811%
27/1/2018;Education;7,692307692%
28/1/2018;Education;7,843137255%
29/1/2018;Education;7,407407407%
30/1/2018;Education;7,142857143%
31/1/2018;Education;7,017543860%
1/2/2018;Education;7,407407407%
2/2/2018;Education;7,407407407%
3/2/2018;Education;7,843137255%
4/2/2018;Education;8%
5/2/2018;Education;7,547169811%
6/2/2018;Education;7,407407407%
7/2/2018;Education;6,153846154%
8/2/2018;Education;6,349206349%
9/2/2018;Education;5,882352941%
10/2/2018;Education;7,692307692%
11/2/2018;Education;7,936507937%
12/2/2018;Education;7,8125%
13/2/2018;Education;7,462686567%
14/2/2018;Education;7,692307692%
15/2/2018;Education;7,692307692%
16/2/2018;Education;7,352941176%
17/2/2018;Education;6,153846154%
18/2/2018;Education;6,25%
19/2/2018;Education;6,25%
20/2/2018;Education;6,153846154%
21/2/2018;Education;6,153846154%
22/2/2018;Education;7,692307692%
23/2/2018;Education;7,8125%
24/2/2018;Education;7,462686567%
25/2/2018;Education;6,25%
26/2/2018;Education;6,153846154%
27/2/2018;Education;6,060606061%
28/2/2018;Education;7,246376812%
1/3/2018;Education;6,349206349%
2/3/2018;Education;4,545454545%
3/3/2018;Education;7,8125%
4/3/2018;Education;6,153846154%
5/3/2018;Education;7,575757576%
6/3/2018;Education;7,8125%
7/3/2018;Education;7,575757576%
8/3/2018;Education;4,761904762%
9/3/2018;Education;7,8125%
10/3/2018;Education;6,451612903%
11/3/2018;Education;6,451612903%
12/3/2018;Education;6,153846154%
13/3/2018;Education;4,477611940%
14/3/2018;Education;4,477611940%
15/3/2018;Education;7,407407407%
16/3/2018;Education;7,936507937%
17/3/2018;Education;7,936507937%
18/3/2018;Education;6,451612903%
19/3/2018;Education;6,349206349%
20/3/2018;Education;7,936507937%
21/3/2018;Education;6,25%
22/3/2018;Education;6,349206349%
23/3/2018;Education;7,8125%
24/3/2018;Education;7,692307692%
25/3/2018;Education;6,25%
26/3/2018;Education;6,153846154%
27/3/2018;Education;7,575757576%
28/3/2018;Education;8,196721311%
29/3/2018;Education;7,936507937%
30/3/2018;Education;7,936507937%
31/3/2018;Education;6,557377049%
1/4/2018;Education;7,692307692%
2/4/2018;Education;6,060606061%
3/4/2018;Education;7,8125%
4/4/2018;Education;7,8125%
5/4/2018;Education;6,060606061%
6/4/2018;Education;6,349206349%
7/4/2018;Education;6,557377049%
14/4/2018;Education;7,692307692%
15/4/2018;Education;7,692307692%
16/4/2018;Education;5,970149254%
17/4/2018;Education;7,575757576%
18/4/2018;Education;7,8125%
19/4/2018;Education;7,692307692%
20/4/2018;Education;7,575757576%
21/4/2018;Education;5,970149254%
22/4/2018;Education;7,575757576%
23/4/2018;Education;7,352941176%
24/4/2018;Education;7,575757576%
25/4/2018;Education;4,477611940%
26/4/2018;Education;6,25%
27/4/2018;Education;7,692307692%
28/4/2018;Education;6,060606061%
29/4/2018;Education;6,153846154%
30/4/2018;Education;7,575757576%
1/5/2018;Education;7,692307692%
2/5/2018;Education;6,25%
3/5/2018;Education;4,761904762%
4/5/2018;Education;7,692307692%
5/5/2018;Education;5,970149254%
6/5/2018;Education;8,064516129%
7/5/2018;Education;8,064516129%
8/5/2018;Education;7,936507937%
9/5/2018;Education;7,575757576%
10/5/2018;Education;6,25%
11/5/2018;Education;7,246376812%
12/5/2018;Education;5,970149254%
13/5/2018;Education;5,882352941%
14/5/2018;Education;7,8125%
15/5/2018;Education;7,462686567%
16/5/2018;Education;6,060606061%
17/5/2018;Education;4,615384615%
18/5/2018;Education;5,882352941%
19/5/2018;Education;4,761904762%
20/5/2018;Education;5,084745763%
21/5/2018;Education;5,970149254%
22/5/2018;Education;6,060606061%
23/5/2018;Education;7,575757576%
24/5/2018;Education;5,970149254%
25/5/2018;Education;5,882352941%
26/5/2018;Education;6,060606061%
27/5/2018;Education;7,462686567%
28/5/2018;Education;7,8125%
29/5/2018;Education;6,25%
30/5/2018;Education;7,575757576%
31/5/2018;Education;5,970149254%
1/6/2018;Education;5,882352941%
2/6/2018;Education;4,545454545%
3/6/2018;Education;5,797101449%
4/6/2018;Education;6,060606061%
5/6/2018;Education;7,462686567%
6/6/2018;Education;6,060606061%
7/6/2018;Education;6,153846154%
8/6/2018;Education;6,349206349%
9/6/2018;Education;4,761904762%
10/6/2018;Education;6,349206349%
11/6/2018;Education;6,25%
12/6/2018;Education;6,153846154%
13/6/2018;Education;6,153846154%
14/6/2018;Education;7,462686567%
14/11/2017;Comedy;7,407407407%
15/11/2017;Comedy;7,142857143%
16/11/2017;Comedy;7,142857143%
17/11/2017;Comedy;7,407407407%
18/11/2017;Comedy;7,142857143%
19/11/2017;Comedy;7,547169811%
20/11/2017;Comedy;7,547169811%
21/11/2017;Comedy;7,407407407%
22/11/2017;Comedy;7,692307692%
23/11/2017;Comedy;7,407407407%
24/11/2017;Comedy;7,547169811%
25/11/2017;Comedy;7,272727273%
26/11/2017;Comedy;7,407407407%
27/11/2017;Comedy;7,407407407%
28/11/2017;Comedy;7,407407407%
29/11/2017;Comedy;7,407407407%
30/11/2017;Comedy;7,843137255%
1/12/2017;Comedy;7,272727273%
2/12/2017;Comedy;7,272727273%
3/12/2017;Comedy;7,547169811%
4/12/2017;Comedy;7,407407407%
5/12/2017;Comedy;7,272727273%
6/12/2017;Comedy;7,142857143%
7/12/2017;Comedy;7,142857143%
8/12/2017;Comedy;7,407407407%
9/12/2017;Comedy;7,017543860%
10/12/2017;Comedy;7,272727273%
11/12/2017;Comedy;7,692307692%
12/12/2017;Comedy;7,272727273%
13/12/2017;Comedy;7,547169811%
14/12/2017;Comedy;7,843137255%
15/12/2017;Comedy;8%
16/12/2017;Comedy;7,142857143%
17/12/2017;Comedy;7,547169811%
18/12/2017;Comedy;7,692307692%
19/12/2017;Comedy;7,272727273%
20/12/2017;Comedy;7,547169811%
21/12/2017;Comedy;7,407407407%
22/12/2017;Comedy;7,547169811%
23/12/2017;Comedy;7,407407407%
24/12/2017;Comedy;8,163265306%
25/12/2017;Comedy;7,843137255%
26/12/2017;Comedy;7,692307692%
27/12/2017;Comedy;7,547169811%
28/12/2017;Comedy;7,407407407%
29/12/2017;Comedy;7,272727273%
30/12/2017;Comedy;7,272727273%
31/12/2017;Comedy;7,843137255%
1/1/2018;Comedy;7,692307692%
2/1/2018;Comedy;7,547169811%
3/1/2018;Comedy;7,547169811%
4/1/2018;Comedy;7,407407407%
5/1/2018;Comedy;7,407407407%
6/1/2018;Comedy;7,692307692%
7/1/2018;Comedy;7,843137255%
8/1/2018;Comedy;7,547169811%
9/1/2018;Comedy;7,692307692%
12/1/2018;Comedy;7,272727273%
13/1/2018;Comedy;7,547169811%
14/1/2018;Comedy;7,692307692%
15/1/2018;Comedy;7,692307692%
16/1/2018;Comedy;7,843137255%
17/1/2018;Comedy;7,272727273%
18/1/2018;Comedy;7,407407407%
19/1/2018;Comedy;7,692307692%
20/1/2018;Comedy;7,692307692%
21/1/2018;Comedy;7,843137255%
22/1/2018;Comedy;7,692307692%
23/1/2018;Comedy;7,407407407%
24/1/2018;Comedy;7,843137255%
25/1/2018;Comedy;7,692307692%
26/1/2018;Comedy;7,547169811%
27/1/2018;Comedy;7,692307692%
28/1/2018;Comedy;7,843137255%
29/1/2018;Comedy;7,407407407%
30/1/2018;Comedy;7,142857143%
31/1/2018;Comedy;7,017543860%
1/2/2018;Comedy;7,407407407%
2/2/2018;Comedy;7,407407407%
3/2/2018;Comedy;7,843137255%
4/2/2018;Comedy;8%
5/2/2018;Comedy;7,547169811%
6/2/2018;Comedy;7,407407407%
7/2/2018;Comedy;7,692307692%
8/2/2018;Comedy;7,936507937%
9/2/2018;Comedy;7,352941176%
10/2/2018;Comedy;7,692307692%
11/2/2018;Comedy;7,936507937%
12/2/2018;Comedy;7,8125%
13/2/2018;Comedy;7,462686567%
14/2/2018;Comedy;7,692307692%
15/2/2018;Comedy;7,692307692%
16/2/2018;Comedy;7,352941176%
17/2/2018;Comedy;7,692307692%
18/2/2018;Comedy;7,8125%
19/2/2018;Comedy;7,8125%
20/2/2018;Comedy;7,692307692%
21/2/2018;Comedy;7,692307692%
22/2/2018;Comedy;7,692307692%
23/2/2018;Comedy;7,8125%
24/2/2018;Comedy;7,462686567%
25/2/2018;Comedy;7,8125%
26/2/2018;Comedy;7,692307692%
27/2/2018;Comedy;7,575757576%
28/2/2018;Comedy;7,246376812%
1/3/2018;Comedy;7,936507937%
2/3/2018;Comedy;7,575757576%
3/3/2018;Comedy;7,8125%
4/3/2018;Comedy;7,692307692%
5/3/2018;Comedy;7,575757576%
6/3/2018;Comedy;7,8125%
7/3/2018;Comedy;7,575757576%
8/3/2018;Comedy;7,936507937%
9/3/2018;Comedy;7,8125%
10/3/2018;Comedy;8,064516129%
11/3/2018;Comedy;8,064516129%
12/3/2018;Comedy;7,692307692%
13/3/2018;Comedy;7,462686567%
14/3/2018;Comedy;7,462686567%
15/3/2018;Comedy;7,407407407%
16/3/2018;Comedy;7,936507937%
17/3/2018;Comedy;7,936507937%
18/3/2018;Comedy;8,064516129%
19/3/2018;Comedy;7,936507937%
20/3/2018;Comedy;7,936507937%
21/3/2018;Comedy;7,8125%
22/3/2018;Comedy;7,936507937%
23/3/2018;Comedy;7,8125%
24/3/2018;Comedy;7,692307692%
25/3/2018;Comedy;7,8125%
26/3/2018;Comedy;7,692307692%
27/3/2018;Comedy;7,575757576%
28/3/2018;Comedy;8,196721311%
29/3/2018;Comedy;6,349206349%
30/3/2018;Comedy;7,936507937%
31/3/2018;Comedy;8,196721311%
1/4/2018;Comedy;7,692307692%
2/4/2018;Comedy;7,575757576%
3/4/2018;Comedy;7,8125%
4/4/2018;Comedy;7,8125%
5/4/2018;Comedy;7,575757576%
6/4/2018;Comedy;7,936507937%
7/4/2018;Comedy;8,196721311%
14/4/2018;Comedy;7,692307692%
15/4/2018;Comedy;7,692307692%
